source	line	path_token	exists	resolved_path
nexus	5	Memory/03-resurrection-plan-v2.1.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\03-resurrection-plan-v2.1.md
nexus	5	Memory/HARD-COPY-PLAN.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\HARD-COPY-PLAN.md
nexus	20	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
nexus	62	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
nexus	78	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
nexus	78	anr-vault-search	True	C:\Users\raest\Documents\Karma_SADE\anr-vault-search
nexus	78	vault-api	True	C:\Users\raest\Documents\Karma_SADE\vault-api
nexus	82	hub_bridge	True	C:\Users\raest\Documents\Karma_SADE\hub_bridge
nexus	93	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
nexus	106	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
nexus	127	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
nexus	130	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
nexus	144	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
nexus	147	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
nexus	155	docs/wip/preclaw1/preclaw1/src	False	C:\Users\raest\Documents\Karma_SADE\docs\wip\preclaw1\preclaw1\src
nexus	156	Karma2/map/preclaw1-gap-map.md	True	C:\Users\raest\Documents\Karma_SADE\Karma2\map\preclaw1-gap-map.md
nexus	176	tools/AgentTool/	False	C:\Users\raest\Documents\Karma_SADE\tools\AgentTool\
nexus	179	plugins	True	C:\Users\raest\Documents\Karma_SADE\plugins
nexus	186	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
nexus	191	Memory/00-sacred-context.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\00-sacred-context.md
nexus	216	gsd/codex-cascade-audit.md	False	C:\Users\raest\Documents\Karma_SADE\gsd\codex-cascade-audit.md
nexus	216	gsd/phase-cascade-pipeline-PLAN.md	False	C:\Users\raest\Documents\Karma_SADE\gsd\phase-cascade-pipeline-PLAN.md
nexus	216	gsd/codex-nexusplan.md	False	C:\Users\raest\Documents\Karma_SADE\gsd\codex-nexusplan.md
nexus	231	plugins	True	C:\Users\raest\Documents\Karma_SADE\plugins
nexus	253	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	257	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	268	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	313	Memory/00-sacred-context.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\00-sacred-context.md
nexus	314	Memory/00-karma-system-prompt-live.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\00-karma-system-prompt-live.md
nexus	314	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
nexus	315	Memory/01-capability-inventory.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\01-capability-inventory.md
nexus	316	Memory/02-extracted-primitives.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\02-extracted-primitives.md
nexus	317	docs/ForColby/nexus.md	True	C:\Users\raest\Documents\Karma_SADE\docs\ForColby\nexus.md
nexus	318	Memory/HARD-COPY-PLAN.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\HARD-COPY-PLAN.md
nexus	323	Karma2/map/preclaw1-gap-map.md	True	C:\Users\raest\Documents\Karma_SADE\Karma2\map\preclaw1-gap-map.md
nexus	324	Karma2/cc-scope-index.md	True	C:\Users\raest\Documents\Karma_SADE\Karma2\cc-scope-index.md
nexus	325	Karma2/primitives/INDEX.md	True	C:\Users\raest\Documents\Karma_SADE\Karma2\primitives\INDEX.md
nexus	326	Karma2/map/services.md	True	C:\Users\raest\Documents\Karma_SADE\Karma2\map\services.md
nexus	327	Karma2/map/file-structure.md	True	C:\Users\raest\Documents\Karma_SADE\Karma2\map\file-structure.md
nexus	332	docs/wip/preclaw1/preclaw1/src/	False	C:\Users\raest\Documents\Karma_SADE\docs\wip\preclaw1\preclaw1\src\
nexus	333	docs/wip/preclaw1/preclaw1/src/commands/	False	C:\Users\raest\Documents\Karma_SADE\docs\wip\preclaw1\preclaw1\src\commands\
nexus	334	docs/wip/preclaw1/preclaw1/src/components/	False	C:\Users\raest\Documents\Karma_SADE\docs\wip\preclaw1\preclaw1\src\components\
nexus	335	docs/wip/preclaw1/preclaw1/src/tools/	False	C:\Users\raest\Documents\Karma_SADE\docs\wip\preclaw1\preclaw1\src\tools\
nexus	335	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
nexus	336	docs/wip/preclaw1/preclaw1/src/services/	False	C:\Users\raest\Documents\Karma_SADE\docs\wip\preclaw1\preclaw1\src\services\
nexus	337	docs/wip/preclaw1/preclaw1/src/utils/settings/	False	C:\Users\raest\Documents\Karma_SADE\docs\wip\preclaw1\preclaw1\src\utils\settings\
nexus	338	docs/wip/preclaw1/preclaw1/src/hooks/	False	C:\Users\raest\Documents\Karma_SADE\docs\wip\preclaw1\preclaw1\src\hooks\
nexus	343	docs/anthropic-docs/	True	C:\Users\raest\Documents\Karma_SADE\docs\anthropic-docs\
nexus	344	docs/anthropic-docs/claude-code/	True	C:\Users\raest\Documents\Karma_SADE\docs\anthropic-docs\claude-code\
nexus	344	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
nexus	345	docs/anthropic-docs/agent-sdk/	True	C:\Users\raest\Documents\Karma_SADE\docs\anthropic-docs\agent-sdk\
nexus	345	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
nexus	346	docs/anthropic-docs/api/	True	C:\Users\raest\Documents\Karma_SADE\docs\anthropic-docs\api\
nexus	347	docs/anthropic-docs/build-with-claude/	True	C:\Users\raest\Documents\Karma_SADE\docs\anthropic-docs\build-with-claude\
nexus	352	docs/ccSessions/from-cc-sessions/	True	C:\Users\raest\Documents\Karma_SADE\docs\ccSessions\from-cc-sessions\
nexus	353	docs/ccSessions/from-cc-sessions/KarmaSession032526Meta.md	True	C:\Users\raest\Documents\Karma_SADE\docs\ccSessions\from-cc-sessions\KarmaSession032526Meta.md
nexus	354	docs/ccSessions/from-cc-sessions/ccSession032026-FULLMETA.md	True	C:\Users\raest\Documents\Karma_SADE\docs\ccSessions\from-cc-sessions\ccSession032026-FULLMETA.md
nexus	355	docs/ccSessions/Learned/	True	C:\Users\raest\Documents\Karma_SADE\docs\ccSessions\Learned\
nexus	360	C:\Users\raest\.claude-mem\claude-mem.db	True	C:\Users\raest\.claude-mem\claude-mem.db
nexus	361	C:\Users\raest\.claude-mem\chroma\	True	C:\Users\raest\.claude-mem\chroma\
nexus	362	claude-mem-dev	True	C:\Users\raest\Documents\Karma_SADE\claude-mem-dev
nexus	367	Karma_PDFs	True	C:\Users\raest\Documents\Karma_SADE\Karma_PDFs
nexus	368	for-karma	True	C:\Users\raest\Documents\Karma_SADE\for-karma
nexus	368	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
nexus	369	docs/wip/OneNotebooks/	True	C:\Users\raest\Documents\Karma_SADE\docs\wip\OneNotebooks\
nexus	370	docs/wip/karma_julian_arc_sessions.json	True	C:\Users\raest\Documents\Karma_SADE\docs\wip\karma_julian_arc_sessions.json
nexus	375	Scripts/cc_server_p1.py	True	C:\Users\raest\Documents\Karma_SADE\Scripts\cc_server_p1.py
nexus	376	Scripts/nexus_agent.py	True	C:\Users\raest\Documents\Karma_SADE\Scripts\nexus_agent.py
nexus	377	hub-bridge/app/proxy.js	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge\app\proxy.js
nexus	378	frontend/src/	True	C:\Users\raest\Documents\Karma_SADE\frontend\src\
nexus	379	electron/main.js	True	C:\Users\raest\Documents\Karma_SADE\electron\main.js
nexus	380	karma-core	True	C:\Users\raest\Documents\Karma_SADE\karma-core
nexus	381	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
nexus	381	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
nexus	382	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
nexus	382	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
nexus	387	EscapePlan/README.md	True	C:\Users\raest\Documents\Karma_SADE\EscapePlan\README.md
nexus	388	EscapePlan/manifest.json	True	C:\Users\raest\Documents\Karma_SADE\EscapePlan\manifest.json
nexus	399	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	416	Config	True	C:\Users\raest\Documents\Karma_SADE\Config
nexus	422	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	456	gsd/STATE.md	False	C:\Users\raest\Documents\Karma_SADE\gsd\STATE.md
nexus	457	gsd/ROADMAP.md	False	C:\Users\raest\Documents\Karma_SADE\gsd\ROADMAP.md
nexus	458	gsd/S155-REVERSE-ENGINEER.md	False	C:\Users\raest\Documents\Karma_SADE\gsd\S155-REVERSE-ENGINEER.md
nexus	459	gsd/nexus-future-work.md	False	C:\Users\raest\Documents\Karma_SADE\gsd\nexus-future-work.md
nexus	468	C:\Users\raest\Documents\Karma\mylocks\mylocks.txt	True	C:\Users\raest\Documents\Karma\mylocks\mylocks.txt
nexus	521	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
nexus	548	Karma2/cc-scope-index.md	True	C:\Users\raest\Documents\Karma_SADE\Karma2\cc-scope-index.md
nexus	555	docs/ForColby/nexus.md	True	C:\Users\raest\Documents\Karma_SADE\docs\ForColby\nexus.md
nexus	558	Karma2/map/preclaw1-gap-map.md	True	C:\Users\raest\Documents\Karma_SADE\Karma2\map\preclaw1-gap-map.md
nexus	565	Memory/00-sacred-context.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\00-sacred-context.md
nexus	586	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	606	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
nexus	607	plugins	True	C:\Users\raest\Documents\Karma_SADE\plugins
nexus	626	k2/*	True	C:\Users\raest\Documents\Karma_SADE\k2\*
nexus	629	frontend	True	C:\Users\raest\Documents\Karma_SADE\frontend
nexus	632	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	647	docs/wip/	True	C:\Users\raest\Documents\Karma_SADE\docs\wip\
nexus	649	Karma_PDFs/Archive/	True	C:\Users\raest\Documents\Karma_SADE\Karma_PDFs\Archive\
nexus	678	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	686	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
nexus	687	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
nexus	718	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	758	Project	True	C:\Users\raest\Documents\Karma_SADE\Project
nexus	766	docs/wip/leaks/mempalace-main/mempalace-main	False	C:\Users\raest\Documents\Karma_SADE\docs\wip\leaks\mempalace-main\mempalace-main
nexus	767	docs/wip/nexux2proposal.md	True	C:\Users\raest\Documents\Karma_SADE\docs\wip\nexux2proposal.md
nexus	785	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	811	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
nexus	811	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
nexus	811	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
nexus	816	anr-vault-search	True	C:\Users\raest\Documents\Karma_SADE\anr-vault-search
nexus	821	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	837	docs/ForColby/nexus560-full.md	True	C:\Users\raest\Documents\Karma_SADE\docs\ForColby\nexus560-full.md
nexus	842	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	851	Scripts	True	C:\Users\raest\Documents\Karma_SADE\Scripts
nexus	854	Scripts/nexus_ingestion_feeder.py	True	C:\Users\raest\Documents\Karma_SADE\Scripts\nexus_ingestion_feeder.py
nexus	854	Scripts/nexus_ingestion_feeder.py	True	C:\Users\raest\Documents\Karma_SADE\Scripts\nexus_ingestion_feeder.py
nexus	855	Scripts/palace_precompact.py	False	C:\Users\raest\Documents\Karma_SADE\Scripts\palace_precompact.py
nexus	855	Scripts/palace_precompact.py	False	C:\Users\raest\Documents\Karma_SADE\Scripts\palace_precompact.py
nexus	856	Scripts/nexus_memory_bench.py	True	C:\Users\raest\Documents\Karma_SADE\Scripts\nexus_memory_bench.py
nexus	856	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
nexus	856	Scripts/nexus_memory_bench.py	True	C:\Users\raest\Documents\Karma_SADE\Scripts\nexus_memory_bench.py
nexus	857	Scripts/aaak.py	True	C:\Users\raest\Documents\Karma_SADE\Scripts\aaak.py
nexus	857	Scripts	True	C:\Users\raest\Documents\Karma_SADE\Scripts
nexus	874	Karma_PDFs/Processed/2026-04-07	True	C:\Users\raest\Documents\Karma_SADE\Karma_PDFs\Processed\2026-04-07
nexus	875	Scripts/cc_email_daemon.py	True	C:\Users\raest\Documents\Karma_SADE\Scripts\cc_email_daemon.py
nexus	878	electron	True	C:\Users\raest\Documents\Karma_SADE\electron
nexus	882	tests/test_palace_precompact.py	True	C:\Users\raest\Documents\Karma_SADE\tests\test_palace_precompact.py
nexus	882	tests/test_cc_email_daemon.py	True	C:\Users\raest\Documents\Karma_SADE\tests\test_cc_email_daemon.py
nexus	882	tests/test_cc_server_harness.py	True	C:\Users\raest\Documents\Karma_SADE\tests\test_cc_server_harness.py
nexus	882	tests/test_electron_memory_autosave.py	True	C:\Users\raest\Documents\Karma_SADE\tests\test_electron_memory_autosave.py
nexus	883	tests/test_proxy_routing.mjs	True	C:\Users\raest\Documents\Karma_SADE\tests\test_proxy_routing.mjs
nexus	886	gsd/S162-codex-verification.md	False	C:\Users\raest\Documents\Karma_SADE\gsd\S162-codex-verification.md
nexus	892	docs/wip/preclaw1/preclaw1/src	False	C:\Users\raest\Documents\Karma_SADE\docs\wip\preclaw1\preclaw1\src
nexus	892	Karma2/map/preclaw1-gap-map.md	True	C:\Users\raest\Documents\Karma_SADE\Karma2\map\preclaw1-gap-map.md
nexus	892	docs/wip/leaks/mempalace-main/mempalace-main	False	C:\Users\raest\Documents\Karma_SADE\docs\wip\leaks\mempalace-main\mempalace-main
nexus	892	docs/wip/nexux2proposal.md	True	C:\Users\raest\Documents\Karma_SADE\docs\wip\nexux2proposal.md
nexus	906	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	4	docs/ForColby/nexus.md	True	C:\Users\raest\Documents\Karma_SADE\docs\ForColby\nexus.md
state	25	gsd	False	C:\Users\raest\Documents\Karma_SADE\gsd
state	33	Config	True	C:\Users\raest\Documents\Karma_SADE\Config
state	33	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	38	Data	True	C:\Users\raest\Documents\Karma_SADE\Data
state	39	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	40	Memory/corrections-log.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\corrections-log.md
state	42	anr-vault-search	True	C:\Users\raest\Documents\Karma_SADE\anr-vault-search
state	44	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	46	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	52	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	61	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	64	k2/sync-from-vault.sh	True	C:\Users\raest\Documents\Karma_SADE\k2\sync-from-vault.sh
state	64	k2/cache/	False	C:\Users\raest\Documents\Karma_SADE\k2\cache\
state	65	Scripts/cc_ascendant_watchdog.py	True	C:\Users\raest\Documents\Karma_SADE\Scripts\cc_ascendant_watchdog.py
state	71	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	74	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	74	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	74	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	74	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	74	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	74	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	74	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	74	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	74	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	74	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	74	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	74	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	74	tools/execute	False	C:\Users\raest\Documents\Karma_SADE\tools\execute
state	75	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	75	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	75	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	75	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	75	tools/list	False	C:\Users\raest\Documents\Karma_SADE\tools\list
state	75	tools/execute	False	C:\Users\raest\Documents\Karma_SADE\tools\execute
state	80	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	80	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	81	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	81	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	87	for-karma/Ascendent/	True	C:\Users\raest\Documents\Karma_SADE\for-karma\Ascendent\
state	91	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
state	92	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
state	93	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
state	94	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
state	95	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
state	96	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
state	97	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
state	97	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	98	docs/regent/	False	C:\Users\raest\Documents\Karma_SADE\docs\regent\
state	99	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
state	99	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	99	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	101	k2/cache/vesper_identity.md	False	C:\Users\raest\Documents\Karma_SADE\k2\cache\vesper_identity.md
state	102	Scripts/k2_mcp_server.py	True	C:\Users\raest\Documents\Karma_SADE\Scripts\k2_mcp_server.py
state	102	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	112	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	112	docs/supervisor/artifacts/P0-vault-neo-pytest-evidence.txt	True	C:\Users\raest\Documents\Karma_SADE\docs\supervisor\artifacts\P0-vault-neo-pytest-evidence.txt
state	113	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	114	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	115	Config	True	C:\Users\raest\Documents\Karma_SADE\Config
state	115	k2/Config/	False	C:\Users\raest\Documents\Karma_SADE\k2\Config\
state	115	tmp/p0-proof/Config/	False	C:\Users\raest\Documents\Karma_SADE\tmp\p0-proof\Config\
state	124	Karma2/training/	True	C:\Users\raest\Documents\Karma_SADE\Karma2\training\
state	126	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
state	127	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	127	Vesper	True	C:\Users\raest\Documents\Karma_SADE\Vesper
state	133	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	169	Memory/00-karma-system-prompt-live.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\00-karma-system-prompt-live.md
state	171	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	173	anr-vault-search	True	C:\Users\raest\Documents\Karma_SADE\anr-vault-search
state	174	anr-vault-search	True	C:\Users\raest\Documents\Karma_SADE\anr-vault-search
state	175	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
state	190	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	195	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	200	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	211	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
state	248	Data	True	C:\Users\raest\Documents\Karma_SADE\Data
state	268	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	275	Config	True	C:\Users\raest\Documents\Karma_SADE\Config
state	276	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	285	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	299	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	300	Memory/00-karma-system-prompt-live.md:	False	C:\Users\raest\Documents\Karma_SADE\Memory\00-karma-system-prompt-live.md:
state	301	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	304	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	304	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	307	Memory/corrections-log.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\corrections-log.md
state	311	anr-vault-search	True	C:\Users\raest\Documents\Karma_SADE\anr-vault-search
state	313	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	331	karma-core/server.py	True	C:\Users\raest\Documents\Karma_SADE\karma-core\server.py
state	332	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	335	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	340	Memory/00-karma-system-prompt-live.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\00-karma-system-prompt-live.md
state	342	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	344	anr-vault-search	True	C:\Users\raest\Documents\Karma_SADE\anr-vault-search
state	345	anr-vault-search	True	C:\Users\raest\Documents\Karma_SADE\anr-vault-search
state	346	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
state	356	C:\Users\raest\Documents\Karma_SADE\.gsd\STATE.md	True	C:\Users\raest\Documents\Karma_SADE\.gsd\STATE.md
state	362	hub-bridge/lib/feedback.js	False	C:\Users\raest\Documents\Karma_SADE\hub-bridge\lib\feedback.js
state	362	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	365	karma-core/hooks.py	True	C:\Users\raest\Documents\Karma_SADE\karma-core\hooks.py
state	367	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	369	Data	True	C:\Users\raest\Documents\Karma_SADE\Data
state	370	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	371	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	383	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	388	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	389	hub_bridge	True	C:\Users\raest\Documents\Karma_SADE\hub_bridge
state	389	hub_bridge/lib/	False	C:\Users\raest\Documents\Karma_SADE\hub_bridge\lib\
state	402	hub-bridge/app/server.js	False	C:\Users\raest\Documents\Karma_SADE\hub-bridge\app\server.js
state	410	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	410	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	421	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
state	423	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
state	425	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
state	425	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	438	hub-bridge/lib/feedback.js:	False	C:\Users\raest\Documents\Karma_SADE\hub-bridge\lib\feedback.js:
state	439	hub-bridge/app/server.js:	False	C:\Users\raest\Documents\Karma_SADE\hub-bridge\app\server.js:
state	440	hub-bridge/app/public/unified.html:	False	C:\Users\raest\Documents\Karma_SADE\hub-bridge\app\public\unified.html:
state	441	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	442	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	448	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	449	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	453	Memory/00-karma-system-prompt-live.md	True	C:\Users\raest\Documents\Karma_SADE\Memory\00-karma-system-prompt-live.md
state	457	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	457	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	464	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	465	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	487	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	491	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
state	498	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
state	507	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	509	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	512	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	513	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	514	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	515	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	516	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	516	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	517	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	518	Memory	True	C:\Users\raest\Documents\Karma_SADE\Memory
state	587	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	592	hub-bridge	True	C:\Users\raest\Documents\Karma_SADE\hub-bridge
state	593	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	593	k2	True	C:\Users\raest\Documents\Karma_SADE\k2
state	593	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	593	tools/execute	False	C:\Users\raest\Documents\Karma_SADE\tools\execute
state	599	Scripts/corpus_builder.py	True	C:\Users\raest\Documents\Karma_SADE\Scripts\corpus_builder.py
state	610	Karma2/training/	True	C:\Users\raest\Documents\Karma_SADE\Karma2\training\
state	612	docs	True	C:\Users\raest\Documents\Karma_SADE\docs
state	624	tools	True	C:\Users\raest\Documents\Karma_SADE\tools
state	648	tests	True	C:\Users\raest\Documents\Karma_SADE\tests
